id;nombre;apellido;profesion;fecha;sueldo;comision;Departamento
48952;MARCO;HIDALGO PEREZ;2;07/11/1998;1616;762;5
48953;BIEL;MOYA SANTANA;1;12/02/2004;2238;0;3
48954;YERAY;GUERRERO GALLEGO;4;02/03/1990;1871;0;4
48955;VICTOR;GUERRERO VARGAS;1;11/04/2012;1831;0;4
48956;MIKEL;NAVARRO HERNANDEZ;1;08/10/2007;2062;0;4
48957;JOEL;MENDEZ FERNANDEZ;3;04/05/2003;2053;0;4
48958;MARC;MENDEZ IGLESIAS;2;04/05/2006;2785;894;3
48959;ALEX;GARRIDO ROMAN;3;12/03/2013;2333;0;6
48960;IGNACIO;SANTANA RUIZ;1;12/12/1997;1062;0;3
48961;JAIME;CAMPOS MU¥OZ;2;12/12/1991;2896;957;4
48962;AARON;MORALES HERRERA;1;08/04/2010;2138;0;6
48963;SAMUEL;GUTIERREZ CARRASCO;6;12/03/1999;2767;0;3
48964;GAEL;VAZQUEZ MENDEZ;1;06/09/1995;2448;0;1
48965;ANGEL;CABRERA HERRERA;6;12/09/1990;1774;0;4
48966;YERAY;SANTIAGO SERRANO;1;10/02/2013;2415;0;4
48967;CRISTIAN;DOMINGUEZ FERNANDEZ;4;10/10/2008;1720;0;4
48968;CRISTIAN;GOMEZ HERNANDEZ;6;04/12/2007;1376;0;3
48969;JUAN;CABRERA PEREZ;1;03/09/1993;2298;0;2
48970;PEDRO;MONTERO DOMINGUEZ;1;08/10/1993;2862;0;4
48971;ARNAU;VELASCO SERRANO;5;11/05/1994;1212;0;6
48972;OLIVER;RAMOS RAMOS;2;09/03/1994;2349;591;2
48973;ADRIAN;MORENO ESTEBAN;2;03/05/2003;655;538;5
48974;UNAI;BENITEZ VEGA;1;09/06/2011;1291;0;4
48975;DIEGO;FERNANDEZ PEREZ;2;08/07/2012;2619;736;2
48976;MOHAMED;GIMENEZ HERRERO;1;09/04/1998;2807;0;3
48977;CRISTIAN;SAEZ GUTIERREZ;4;10/01/1997;2556;0;4
48978;JAN;SERRANO RODRIGUEZ;3;05/03/1997;1356;0;2
48979;RAUL;ORTIZ DURAN;3;04/10/2008;655;0;4
48980;JORGE;GALLEGO MORA;4;12/12/2007;2449;0;4
48981;ISMAEL;SANTOS MEDINA;2;05/08/1992;1518;819;4
48982;ANDRES;MORENO MONTERO;1;11/06/2012;2254;0;3
48983;ANDER;ORTIZ VIDAL;1;02/12/2005;2180;0;1
48984;JOSE;ALONSO CASTRO;1;10/11/1990;1199;0;4
48985;RODRIGO;ROJAS NU¥EZ;6;11/03/1996;1402;0;3
48986;MATEO;ORTEGA CARMONA;1;03/03/2011;999;0;3
48987;POL;MORA VICENTE;1;10/01/1998;2777;0;4
48988;YAGO;NU¥EZ MORA;6;10/05/1991;1345;0;2
48989;FRANCISCO JAVIER;BRAVO DELGADO;4;03/07/2006;1069;0;4
48990;ANTONIO;DOMINGUEZ MONTERO;1;07/03/1991;931;0;3
48991;MARIO;MARTIN BRAVO;2;11/03/1997;2628;785;6
48992;PABLO;AGUILAR MORALES;5;07/03/2013;1967;0;2
48993;YERAY;SUAREZ MORENO;1;06/04/1995;978;0;2
48994;ISMAEL;CRUZ SAEZ;6;05/05/2009;1992;0;4
48995;HUGO;MU¥OZ DURAN;1;05/05/1991;2550;0;4
48996;JOSE MANUEL;DIAZ ESTEBAN;2;07/10/2011;1229;973;2
48997;SAUL;ORTEGA GONZALEZ;2;01/10/2004;2207;698;1
48998;SERGIO;CAMPOS VICENTE;1;10/04/1990;1135;0;1
48999;MIGUEL ANGEL;MEDINA DIAZ;6;04/08/1991;2984;0;1
49000;GONZALO;LORENZO ESTEBAN;1;08/08/1995;2148;0;4
49001;BRUNO;GONZALEZ CRUZ;5;11/09/2010;2863;0;2
49002;OSCAR;MOYA ORTIZ;1;03/05/2008;1616;0;4
49003;ALEIX;HERRERO VAZQUEZ;2;04/04/1990;2603;881;1
49004;FERNANDO;SANCHEZ RUBIO;4;05/12/1994;1014;0;4
49005;ALEIX;ALONSO BLANCO;3;11/06/1994;2180;0;4
49006;FRANCISCO JAVIER;ORTIZ RUIZ;2;04/08/2008;1603;510;3
49007;ALONSO;CARRASCO MEDINA;4;06/09/2001;690;0;2
49008;JOSE ANTONIO;SAEZ GOMEZ;1;12/03/2013;2960;0;2
49009;IAN;NU¥EZ IBA¥EZ;6;12/05/1993;1278;0;2
49010;ISAAC;RAMIREZ BRAVO;6;06/02/2000;2426;0;3
49011;MIKEL;LOZANO SERRANO;4;10/11/2000;1668;0;1
49012;ERIC;SANCHEZ DURAN;2;06/01/1990;1193;758;1
49013;PEDRO;GARCIA DIAZ;4;08/02/1996;606;0;4
49014;JOSE ANTONIO;MENDEZ RAMIREZ;1;04/07/2001;1599;0;5
49015;YERAY;GALLARDO SANCHEZ;1;02/12/1996;639;0;1
49016;SERGIO;VICENTE VAZQUEZ;4;04/06/2000;1889;0;5
49017;GUILLEM;GALLEGO DURAN;5;06/04/1992;2319;0;1
49018;NICOLAS;ROJAS CRESPO;1;08/06/1990;1005;0;4
49019;ALBERTO;HERRERA LOPEZ;2;09/01/2002;1496;793;1
49020;PEDRO;FERNANDEZ CASTILLO;6;07/06/1994;1034;0;4
49021;NIL;CARRASCO ALONSO;3;07/04/1993;2540;0;5
49022;BIEL;LOPEZ FUENTES;6;11/11/2003;2655;0;4
49023;RODRIGO;GARCIA LEON;2;01/04/2007;1672;844;1
49024;DIEGO;DIEZ PASCUAL;1;06/05/1993;1149;0;4
49025;ANDER;ROMAN VICENTE;3;09/09/2006;1159;0;6
49026;JOSE ANTONIO;HERRERA ALONSO;4;10/12/2011;630;0;1
49027;POL;HERRERO SAEZ;1;07/04/1991;913;0;1
49028;ADRIA;CORTES LOPEZ;6;12/05/1991;658;0;1
49029;JON;ROMERO CRESPO;6;04/06/2001;2399;0;4
49030;IAN;SANTANA ROJAS;6;05/03/1997;2262;0;3
49031;ANTONIO;BLANCO GONZALEZ;2;04/08/1991;2015;782;2
49032;IGNACIO;SOLER CRUZ;4;06/04/2007;1871;0;6
49033;ROBERTO;MOLINA FUENTES;2;10/04/2011;1068;956;5
49034;ALEIX;ALONSO NAVARRO;1;11/05/2009;2101;0;5
49035;OSCAR;CRUZ GALLEGO;1;11/04/1990;2960;0;3
49036;MATEO;VELASCO MORA;2;11/03/2009;1007;514;1
49037;MIGUEL ANGEL;IBA¥EZ IBA¥EZ;1;08/05/2004;917;0;2
49038;YERAY;SOTO GARCIA;5;11/08/2000;1434;0;2
49039;GAEL;VARGAS TORRES;1;12/07/2005;646;0;4
49040;ADRIAN;CALVO RUBIO;5;02/09/1991;2150;0;4
49041;AITOR;HERRERO GUTIERREZ;1;11/02/2006;2051;0;3
49042;SAUL;CANO SANTOS;4;01/11/2011;2645;0;4
49043;OLIVER;CAMPOS CRUZ;5;09/12/1996;2539;0;2
49044;LUIS;ALVAREZ MARQUEZ;6;09/07/1991;1706;0;5
49045;MIGUEL ANGEL;PARRA DIAZ;1;11/04/1993;1574;0;1
49046;JUAN;GALLEGO VICENTE;2;04/12/1997;2748;812;6
49047;OSCAR;PEREZ MEDINA;1;03/03/2012;2138;0;1
49048;ALBERTO;GALLARDO REYES;6;06/05/2009;763;0;6
49049;PAU;MARIN HERRERA;1;03/07/1992;926;0;2
49050;RAUL;GALLARDO ARIAS;5;11/01/1992;1361;0;1
49051;RUBEN;SUAREZ ESTEBAN;1;01/03/2009;2625;0;3
49052;IKER;HERRERO MOYA;4;06/06/2010;2708;0;4
49053;ANTONIO;MARTINEZ NAVARRO;6;03/09/1999;793;0;6
49054;DANIEL;CARMONA LEON;1;09/12/2002;2460;0;5
49055;ANTONIO;VICENTE DELGADO;2;12/12/2012;2919;693;1
49056;ANTONIO;CABRERA ARIAS;1;07/11/2000;1699;0;2
49057;JOEL;BLANCO HIDALGO;1;12/09/1996;1789;0;4
49058;CRISTIAN;CANO PASTOR;1;05/09/2007;2875;0;1
49059;MARTIN;VICENTE GOMEZ;4;12/03/1996;1675;0;4
49060;OMAR;VELASCO JIMENEZ;1;08/09/1995;2175;0;3
49061;ADAM;ORTIZ IGLESIAS;2;12/04/1995;1324;868;3
49062;YAGO;IBA¥EZ LEON;3;03/01/1995;1306;0;3
49063;MIKEL;SOLER MOYA;1;09/08/2010;715;0;4
49064;MIGUEL;NIETO JIMENEZ;3;04/12/1991;1729;0;5
49065;ALEIX;SANTANA BLANCO;2;11/09/1993;1918;958;2
49066;ALONSO;MENDEZ IBA¥EZ;2;01/09/1996;1522;541;2
49067;ISMAEL;GONZALEZ MORALES;3;06/07/2005;1731;0;2
49068;ANTONIO;HERNANDEZ RUIZ;3;12/11/2011;682;0;4
49069;ALEX;LORENZO SANCHEZ;2;06/05/2005;2533;823;4
49070;GUILLERMO;ALVAREZ HERRERA;1;12/05/1995;1207;0;1
49071;ERIC;PEREZ FLORES;1;09/05/2011;1621;0;1
49072;MANUEL;PRIETO LOPEZ;2;09/12/1999;1614;714;1
49073;ALONSO;RUBIO ESTEBAN;1;10/06/2009;1478;0;1
49074;ERIK;VICENTE PASTOR;4;11/05/1996;1977;0;4
49075;FRANCISCO JAVIER;CANO GUERRERO;1;10/02/1992;909;0;1
49076;IGNACIO;RUBIO SANTIAGO;4;03/04/2010;2469;0;5
49077;ERIC;CORTES SANCHEZ;5;08/05/1994;2314;0;3
49078;FRANCISCO JAVIER;GALLARDO DELGADO;4;09/02/2010;862;0;2
49079;POL;VICENTE ESTEBAN;5;08/01/2011;2465;0;3
49080;ADRIA;NIETO MORALES;1;07/03/1999;2344;0;2
49081;ARNAU;REYES REYES;1;12/09/2011;763;0;5
49082;VICTOR;FUENTES IBA¥EZ;6;12/07/2003;992;0;1
49083;JAIME;DOMINGUEZ FUENTES;2;05/08/2005;1581;651;1
49084;ADRIAN;VEGA HERRERA;5;08/01/1991;1213;0;2
49085;PEDRO;MENDEZ SOTO;1;08/09/1994;1435;0;2
49086;RODRIGO;HERRERO NU¥EZ;2;12/07/2009;1083;850;2
49087;MARIO;MOYA PARRA;2;07/07/1991;2181;839;5
49088;ADRIAN;ALONSO GALLEGO;4;08/04/1993;1634;0;4
49089;ANDER;GOMEZ GUTIERREZ;1;05/06/1994;1828;0;4
49090;ANDER;ROMERO MOYA;4;10/06/2006;2747;0;6
49091;IZAN;RAMOS MARTIN;2;01/08/2013;1593;714;3
49092;DANIEL;MARIN CRESPO;1;08/02/1990;2273;0;4
49093;UNAI;GIL ARIAS;4;07/08/2012;851;0;2
49094;MARIO;NAVARRO DURAN;4;11/12/2004;2497;0;4
49095;MIKEL;RUIZ ORTEGA;1;05/10/1993;727;0;3
49096;DIEGO;ARIAS NAVARRO;1;06/02/1995;660;0;3
49097;MANUEL;PE¥A MEDINA;1;12/01/1995;628;0;1
49098;DANIEL;CRESPO VIDAL;2;06/11/1999;1353;733;2
49099;CARLOS;MARQUEZ BENITEZ;6;04/08/2005;1764;0;4
49100;IVAN;PASTOR LEON;1;10/09/1996;1091;0;4
49101;IKER;CASTILLO GARRIDO;5;06/08/2002;773;0;3
49102;NICOLAS;LORENZO NU¥EZ;4;01/04/1993;2900;0;3
49103;ANTONIO;RUIZ HIDALGO;1;12/01/1991;847;0;6
49104;MATEO;HERNANDEZ FERNANDEZ;3;09/09/2010;679;0;2
49105;ALEIX;CABALLERO BENITEZ;3;02/08/1996;860;0;3
49106;ERIC;CRUZ GIMENEZ;1;08/04/2001;1230;0;4
49107;HECTOR;PRIETO GARCIA;1;08/10/2013;855;0;2
49108;BIEL;CASTILLO MOLINA;1;08/03/2009;1710;0;4
49109;ANTONIO;VAZQUEZ CRUZ;1;08/04/2013;1428;0;6
49110;ANTONIO;LEON HERRERO;4;11/08/1994;2468;0;2
49111;BIEL;LORENZO LORENZO;3;09/07/2002;756;0;1
49112;FRANCISCO JAVIER;LORENZO BRAVO;1;11/08/2004;2712;0;5
49113;RAYAN;GARCIA DIAZ;2;05/12/1993;830;822;4
49114;CRISTIAN;VEGA VIDAL;4;08/10/1994;1403;0;1
49115;JAIME;FERNANDEZ ARIAS;4;08/11/2011;778;0;4
49116;RAFAEL;LOZANO CARRASCO;2;01/06/1994;1410;600;6
49117;MARTI;FUENTES ORTIZ;1;06/09/1997;2652;0;4
49118;ARNAU;GOMEZ FERNANDEZ;1;12/12/1997;1143;0;5
49119;LUCAS;LOPEZ LOPEZ;2;02/03/2009;2347;695;4
49120;JOSE MANUEL;RUBIO GALLARDO;1;02/06/2002;1259;0;4
49121;ANTONIO;BLANCO NU¥EZ;2;10/07/1991;2261;634;2
49122;YAGO;AGUILAR GOMEZ;6;08/07/1995;932;0;1
49123;VICTOR;MARQUEZ CALVO;5;01/07/2004;1741;0;6
49124;ROBERTO;SANTIAGO VELASCO;1;06/06/2002;1686;0;4
49125;YERAY;NAVARRO BRAVO;4;02/03/2010;2523;0;1
49126;ERIK;RUIZ LORENZO;1;08/02/2010;2989;0;4
49127;ANTONIO;MARTIN IGLESIAS;1;12/02/2001;1537;0;5
49128;HECTOR;PASTOR CAMPOS;2;04/06/1999;1338;511;5
49129;ANTONIO;HERRERA MARTIN;1;07/09/2000;1022;0;4
49130;ADAM;SANTIAGO LOZANO;2;11/03/2004;853;741;6
49131;JUAN;LEON HERRERO;1;10/11/1993;2201;0;4
49132;ASIER;MEDINA FERNANDEZ;1;08/12/2008;2536;0;4
49133;OSCAR;GARCIA GONZALEZ;6;05/11/2004;2877;0;2
49134;PEDRO;BRAVO LOPEZ;1;02/11/2010;2583;0;3
49135;ADRIAN;PRIETO CASTRO;5;09/07/2009;2868;0;4
49136;FERNANDO;VARGAS VAZQUEZ;1;05/01/1997;2134;0;4
49137;HECTOR;TORRES AGUILAR;5;01/03/2003;1184;0;4
49138;ERIK;GOMEZ PE¥A;5;03/02/2013;862;0;4
49139;JON;CORTES DIAZ;3;10/01/2002;1258;0;4
49140;MATEO;GARRIDO SANCHEZ;6;03/05/2011;1820;0;4
49141;UNAI;BRAVO ROMAN;4;04/12/1993;754;0;1
49142;NICOLAS;MORALES SANTOS;1;05/09/2006;2012;0;4
49143;IAN;MONTERO SANCHEZ;1;11/02/2010;1055;0;4
49144;ANTONIO;CAMPOS MORA;1;06/05/2008;2622;0;4
49145;IZAN;SANTOS NAVARRO;1;02/05/1996;1342;0;1
49146;ERIC;GALLARDO PE¥A;2;04/04/1997;1909;638;4
49147;ISMAEL;IGLESIAS ESTEBAN;2;10/08/2012;2514;528;4
49148;UNAI;LOPEZ IBA¥EZ;5;01/11/2012;2989;0;1
49149;ALONSO;MU¥OZ MORALES;2;05/12/1999;2387;990;4
49150;OLIVER;SANTIAGO RUIZ;5;07/11/1998;1318;0;4
49151;RAFAEL;CAMPOS ROMAN;5;05/08/1995;2521;0;2
49152;IKER;NIETO PE¥A;4;11/10/2003;1899;0;3
49153;JOAN;HERNANDEZ LOZANO;1;09/09/1997;1118;0;4
49154;MANUEL;HERRERA ROMAN;2;09/10/2001;2597;725;3
49155;JOAN;TORRES GALLEGO;3;11/09/1990;2794;0;5
49156;EDUARDO;CRUZ CASTRO;1;11/04/1995;2451;0;1
49157;JOAN;PE¥A FERNANDEZ;1;08/07/1990;1587;0;1
49158;GAEL;MORALES SANCHEZ;3;08/03/2009;1694;0;6
49159;DAVID;LOZANO CASTILLO;4;04/07/2004;1918;0;5
49160;RAUL;LOZANO MARTIN;1;02/01/1995;1612;0;4
49161;GONZALO;CARMONA GUERRERO;2;11/08/2008;845;926;2
49162;ERIC;PEREZ LEON;2;05/07/1990;2089;671;4
49163;LUCAS;SERRANO MARTIN;2;08/07/2013;695;515;1
49164;ALEJANDRO;DIEZ VIDAL;5;05/04/2001;2046;0;4
49165;YAGO;MEDINA MARIN;4;03/02/1992;1467;0;3
49166;SERGIO;PASTOR SERRANO;1;08/01/2012;2899;0;1
49167;JOSE ANTONIO;NIETO MARIN;1;11/06/2012;2027;0;2
49168;ISMAEL;TORRES MOYA;1;03/09/2010;1056;0;5
49169;RAUL;PEREZ CRUZ;5;12/01/2001;2638;0;6
49170;ARNAU;GUTIERREZ RAMOS;1;01/06/2008;2465;0;4
49171;MARCOS;DIEZ NIETO;4;12/10/2010;1581;0;4
49172;AARON;FUENTES PEREZ;4;01/05/2004;2478;0;5
49173;ORIOL;ARIAS SANTOS;6;11/11/2011;1196;0;3
49174;FRANCISCO JAVIER;NAVARRO CARRASCO;1;03/02/2002;2496;0;4
49175;CRISTIAN;PARRA VELASCO;1;12/06/2008;1000;0;6
49176;UNAI;CARMONA FERRER;4;05/10/1990;2201;0;4
49177;EDUARDO;ORTEGA MU¥OZ;1;02/09/1991;2993;0;3
49178;MARTI;CALVO ARIAS;6;08/12/2009;1113;0;5
49179;PAU;FERRER PARRA;5;05/02/2004;1657;0;3
49180;JOSE MANUEL;GALLEGO MENDEZ;2;07/03/2001;661;760;4
49181;SAUL;IBA¥EZ CALVO;1;11/02/1993;1821;0;4
49182;NICOLAS;GARCIA MORENO;2;10/08/1995;1076;551;4
49183;RUBEN;IBA¥EZ FUENTES;5;11/08/1997;1439;0;4
49184;JAIME;VELASCO SAEZ;1;03/04/1990;2429;0;6
49185;ERIK;RAMIREZ NAVARRO;3;08/08/1995;1063;0;1
49186;JORDI;HERNANDEZ SUAREZ;2;08/09/2003;1094;573;4
49187;MARIO;VICENTE MARTIN;1;09/02/2012;2266;0;1
49188;ERIK;JIMENEZ GARCIA;1;04/05/2007;829;0;6
49189;ISAAC;LOPEZ GIMENEZ;4;09/03/1999;2884;0;2
49190;LEO;PASTOR HIDALGO;4;09/01/2006;2314;0;4
49191;SAUL;DIAZ MORA;4;02/06/2009;1064;0;1
49192;ERIC;IBA¥EZ PRIETO;1;03/06/2002;2627;0;4
49193;SAUL;CANO MARIN;1;08/02/1991;1536;0;3
49194;JOSE;NU¥EZ GALLARDO;1;12/03/2007;1595;0;2
49195;ORIOL;PE¥A FERNANDEZ;4;08/05/1999;2059;0;6
49196;YERAY;SANTANA CAMPOS;2;06/03/2003;1261;936;2
49197;IZAN;SUAREZ DELGADO;1;03/08/2013;2853;0;4
49198;FRANCISCO;MORENO SOLER;1;09/11/2012;1926;0;6
49199;OLIVER;DOMINGUEZ HIDALGO;2;10/05/2008;2171;856;1
49200;IZAN;MU¥OZ GIL;1;08/05/1996;2002;0;4
49201;JUAN;FERNANDEZ HERRERO;5;05/07/2009;1827;0;4
49202;AARON;IGLESIAS SANZ;1;05/02/1996;699;0;2
49203;RAUL;CORTES SANTANA;1;11/02/2008;1645;0;2
49204;SAMUEL;FLORES PASCUAL;5;10/06/1996;944;0;5
49205;ISAAC;CASTRO VEGA;1;07/01/1991;2324;0;2
49206;CRISTIAN;MARTIN DOMINGUEZ;3;03/11/2000;2773;0;1
49207;BRUNO;FERRER DELGADO;5;06/10/2003;617;0;3
49208;CARLOS;DIAZ PE¥A;5;06/05/1995;2137;0;6
49209;MARCOS;SUAREZ ORTEGA;6;05/11/1999;2722;0;5
49210;CARLOS;MEDINA SOLER;1;12/06/1991;1127;0;3
49211;ADAM;SANTOS CARMONA;6;08/06/1998;1193;0;6
49212;GABRIEL;MEDINA DOMINGUEZ;5;04/09/2009;861;0;6
49213;SAUL;GUERRERO MOLINA;1;12/02/2004;2940;0;2
49214;VICTOR;GALLARDO ARIAS;2;04/08/2004;2100;911;4
49215;OMAR;PASCUAL DOMINGUEZ;1;09/05/2013;922;0;4
49216;HUGO;SERRANO NAVARRO;3;07/09/2001;1550;0;3
49217;PAU;HIDALGO LOPEZ;4;03/08/2004;2985;0;1
49218;GERARD;GALLEGO SAEZ;5;05/11/1992;1411;0;6
49219;IGNACIO;SANTOS RUIZ;6;01/05/2011;2528;0;4
49220;RUBEN;ESTEBAN MU¥OZ;2;10/12/2009;1107;673;1
49221;ISMAEL;HIDALGO SAEZ;6;11/09/2006;1646;0;5
49222;ALONSO;LOPEZ ROMERO;1;11/04/2011;1567;0;2
49223;MIGUEL ANGEL;ALONSO MARTIN;1;02/08/2000;802;0;6
49224;JOEL;VEGA GIMENEZ;6;02/12/1993;1301;0;1
49225;DARIO;TORRES FLORES;5;01/07/2013;1729;0;6
49226;ADRIA;IGLESIAS HERNANDEZ;1;10/07/1991;854;0;1
49227;ISAAC;DELGADO NU¥EZ;1;06/05/2012;968;0;2
49228;ENRIQUE;GALLEGO TORRES;1;10/08/2006;1971;0;1
49229;MIKEL;CALVO GALLARDO;2;10/02/2005;971;523;1
49230;MIGUEL;MARIN ROJAS;3;06/05/1994;1724;0;4
49231;GUILLEM;GARRIDO ALVAREZ;2;08/03/1997;932;561;4
49232;PEDRO;MOLINA ORTIZ;4;03/07/2007;2292;0;5
49233;IGNACIO;FERRER SANZ;1;01/06/1994;2974;0;4
49234;JOAN;HIDALGO HERRERA;2;05/09/2007;2088;673;6
49235;JORGE;SANTANA CARRASCO;2;06/07/2007;2681;988;2
49236;PABLO;SANZ MORA;4;05/04/1992;2811;0;1
49237;ERIC;DIEZ ROMAN;2;04/09/1993;1434;993;3
49238;CRISTIAN;RODRIGUEZ LOZANO;1;07/12/2007;2727;0;4
49239;ADRIA;NU¥EZ DURAN;2;07/09/1993;1769;546;6
49240;RODRIGO;CANO LOZANO;2;12/03/1997;1107;677;2
49241;EDUARDO;DELGADO VIDAL;1;05/11/2005;2222;0;3
49242;JOAN;IGLESIAS MONTERO;1;05/09/2000;2979;0;2
49243;SERGIO;ROMAN CASTRO;6;05/02/2006;1715;0;5
49244;MIKEL;GOMEZ MARTIN;1;09/08/1997;2648;0;4
49245;JAIME;CRUZ VICENTE;2;10/01/2011;1173;986;4
49246;JAVIER;DELGADO LEON;2;03/11/1992;2703;975;1
49247;ADRIAN;LOPEZ LEON;1;12/12/2012;1938;0;1
49248;FRANCISCO;MARIN VICENTE;6;06/09/2002;2088;0;2
49249;ALVARO;MOLINA LEON;1;08/05/2002;998;0;1
49250;IVAN;VARGAS GALLEGO;5;05/11/1996;2820;0;4
49251;ISMAEL;CRUZ MOYA;5;12/07/1990;2557;0;4
49252;MARIO;NU¥EZ MORENO;1;12/04/2002;801;0;4
49253;POL;DIEZ CARRASCO;2;02/05/2010;1803;963;1
49254;JAN;VELASCO ALONSO;5;09/01/1995;2636;0;4
49255;ADAM;IGLESIAS NAVARRO;5;08/11/2002;2914;0;2
49256;JOEL;HIDALGO MEDINA;1;08/02/2013;2831;0;3
49257;GUILLERMO;CABRERA SANTIAGO;1;08/02/2012;2105;0;2
49258;ALBERTO;VAZQUEZ RAMOS;2;07/07/1992;1663;991;4
49259;CRISTIAN;GARRIDO SANCHEZ;1;10/11/1991;985;0;2
49260;HECTOR;IBA¥EZ PASCUAL;4;12/09/2008;1725;0;4
49261;JOSE;DIEZ SANCHEZ;1;12/02/1996;2201;0;1
49262;YAGO;LOZANO MENDEZ;1;01/10/1994;1265;0;2
49263;ADRIA;FUENTES BLANCO;4;11/03/2011;1775;0;4
49264;JON;MORENO VIDAL;1;12/07/2008;1739;0;3
49265;SERGIO;PASTOR RODRIGUEZ;5;03/06/1999;1820;0;5
49266;FERNANDO;CABALLERO MARTIN;1;04/08/2003;2335;0;1
49267;YERAY;GALLARDO BENITEZ;3;07/08/2007;2348;0;4
49268;HECTOR;VARGAS GOMEZ;2;05/09/2003;2853;685;2
49269;JUAN;DIEZ GUTIERREZ;1;12/09/2013;735;0;5
49270;LUCAS;MEDINA DELGADO;2;04/03/2012;2485;823;2
49271;LUIS;GALLARDO MARIN;2;05/12/2002;960;593;1
49272;LUIS;ALVAREZ SANTIAGO;1;04/07/2007;2882;0;1
49273;MOHAMED;FERRER GIL;3;08/09/2012;1352;0;4
49274;RAYAN;LOPEZ GUTIERREZ;3;06/07/1995;2242;0;3
49275;GAEL;RODRIGUEZ LORENZO;2;06/10/2005;958;901;4
49276;GONZALO;ROMAN CASTILLO;1;03/12/2003;2295;0;4
49277;JOAN;CRESPO FERRER;4;05/03/2007;2844;0;4
49278;ANDRES;SAEZ HERRERO;3;01/06/2010;2686;0;4
49279;MARTIN;RAMOS LEON;6;12/08/1996;600;0;1
49280;ENRIQUE;AGUILAR MOYA;6;10/07/2003;2040;0;2
49281;DIEGO;NU¥EZ CABALLERO;2;11/12/1997;1711;692;1
49282;AARON;IBA¥EZ ALONSO;4;05/03/1991;2669;0;4
49283;MARCOS;GALLARDO GARRIDO;6;03/02/1999;1410;0;5
49284;NIL;GIL MENDEZ;6;02/12/2012;2137;0;4
49285;ALBERTO;CRUZ SOTO;2;06/11/1991;2280;705;1
49286;YAGO;CANO FLORES;5;06/05/2011;1764;0;2
49287;ISAAC;IGLESIAS NU¥EZ;1;12/07/2009;1374;0;1
49288;RUBEN;FERNANDEZ GARCIA;1;04/02/2003;1249;0;4
49289;ADRIA;SANCHEZ ORTEGA;1;12/10/2008;2284;0;6
49290;JOAN;CALVO CASTRO;4;07/04/1996;2206;0;4
49291;ALEIX;ALONSO HERRERO;1;07/05/2009;2778;0;2
49292;RAYAN;REYES BRAVO;1;01/06/2013;934;0;4
49293;ALONSO;ROMERO GOMEZ;1;03/09/2001;2705;0;1
49294;AITOR;MEDINA AGUILAR;1;06/07/2013;2849;0;1
49295;SAUL;LOPEZ RODRIGUEZ;5;04/09/1996;766;0;5
49296;JON;GALLEGO HERRERO;6;04/06/2003;1969;0;1
49297;JOSE;MARTINEZ BLANCO;2;02/02/2007;1074;947;6
49298;NIL;SUAREZ FLORES;3;01/11/1996;1353;0;3
49299;PABLO;ORTEGA MENDEZ;1;08/01/1990;706;0;1
49300;SANTIAGO;HERRERA REYES;1;05/01/1995;2723;0;6
49301;JOSE;DIEZ HERRERO;5;12/04/1999;2351;0;1
49302;HECTOR;SANZ SANTIAGO;1;03/06/2013;2233;0;4
49303;MANUEL;MORA MOLINA;1;04/06/2012;2451;0;4
49304;FRANCISCO;GARRIDO BLANCO;3;04/03/2000;1327;0;4
49305;ADRIA;VIDAL AGUILAR;1;09/05/1998;2026;0;3
49306;MARIO;MENDEZ GALLEGO;2;03/12/1990;1790;959;1
49307;JAIME;SOTO IBA¥EZ;1;06/10/1994;2480;0;4
49308;LEO;VIDAL ORTIZ;2;08/08/2006;1385;995;2
49309;LEO;FLORES SANTANA;1;06/11/2005;1495;0;1
49310;GAEL;PASCUAL SOTO;6;10/01/1996;2877;0;3
49311;JAN;LORENZO ORTEGA;1;08/06/2009;2347;0;1
49312;ALONSO;GIL GARCIA;1;09/11/2008;2937;0;1
49313;FRANCISCO JAVIER;DURAN CABRERA;2;11/04/1998;2300;671;4
49314;JON;HERRERO IBA¥EZ;3;09/06/1997;638;0;2
49315;FERNANDO;VARGAS CABALLERO;2;11/02/2000;2698;966;2
49316;HUGO;CRESPO HERRERA;3;05/03/2005;2089;0;1
49317;MARCOS;LEON PASCUAL;1;02/02/1992;2241;0;4
49318;JOEL;DIAZ GOMEZ;2;07/12/2003;1013;816;4
49319;ROBERTO;PASTOR NU¥EZ;5;04/08/1993;1997;0;4
49320;ARNAU;RODRIGUEZ HERNANDEZ;1;11/04/1997;1119;0;5
49321;RAYAN;GALLEGO CABALLERO;5;02/02/2005;1501;0;2
49322;IAN;DIAZ LEON;1;10/08/1998;1340;0;3
49323;LUIS;ORTEGA CORTES;1;09/02/2000;2401;0;1
49324;ORIOL;NAVARRO ALVAREZ;1;01/01/2001;2200;0;2
49325;JOSE;MARTINEZ SERRANO;1;06/07/1990;1559;0;4
49326;LUIS;ALONSO CANO;2;04/02/1997;1386;625;2
49327;GUILLERMO;TORRES HERNANDEZ;2;12/07/2002;1410;973;5
49328;ANGEL;RUIZ NIETO;1;03/09/2003;1692;0;1
49329;ADRIAN;SERRANO ESTEBAN;4;02/05/2004;1974;0;4
49330;JOSE;GONZALEZ SANCHEZ;1;08/02/2002;2432;0;3
